,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
11,312,Isaiah Canaan,MIL,27,30,10,20,20.9,6.0,2.1,5.5,39.0,1.1,3.2,35.4,0.6,0.8,79.2,0.2,1.7,1.9,2.8,1.2,0.5,0.1,1.7,13.0,0,0,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
12,313,Henry Ellenson,NYK,22,19,4,15,13.6,6.0,2.1,5.0,41.1,0.9,2.0,44.7,1.0,1.3,76.0,0.3,3.2,3.5,0.8,0.5,0.4,0.1,1.4,12.4,0,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
13,313,Tony Snell,MIL,27,74,55,19,17.6,6.0,2.2,4.9,45.2,1.1,2.8,39.7,0.5,0.6,88.1,0.4,1.7,2.1,0.9,0.3,0.4,0.2,1.2,11.4,0,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
14,315,Wilson Chandler,LAC,31,51,35,16,23.1,6.0,2.2,5.4,41.8,1.2,3.1,37.3,0.4,0.5,72.0,0.9,3.3,4.2,1.6,0.9,0.5,0.4,2.4,15.3,0,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
15,316,Jordan McRae,WAS,28,27,9,18,12.3,5.9,2.3,4.8,46.9,0.4,1.3,28.6,1.0,1.3,80.0,0.2,1.3,1.5,1.1,0.6,0.5,0.3,1.0,11.0,0,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
16,317,Yogi Ferrell,SAC,25,71,33,38,15.0,5.9,2.2,5.0,43.5,0.8,2.1,36.2,0.8,0.9,89.6,0.2,1.4,1.5,1.9,0.6,0.5,0.1,0.9,11.8,0,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
17,318,Omari Spellman,ATL,21,46,15,31,17.5,5.9,2.1,5.3,40.2,1.0,2.8,34.4,0.7,1.0,71.1,1.6,2.7,4.2,1.0,0.7,0.6,0.5,1.5,15.2,4,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
18,319,Aaron Holiday,IND,22,50,31,19,12.9,5.9,2.1,5.2,40.1,0.9,2.5,33.9,0.8,1.0,82.0,0.1,1.2,1.3,1.7,0.8,0.4,0.3,1.4,11.3,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,320,Matthew Dellavedova,CLE,28,48,20,28,16.9,5.9,2.0,5.0,40.5,0.9,2.7,33.8,0.9,1.1,80.8,0.1,1.5,1.6,3.8,1.4,0.3,0.0,1.6,13.0,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
20,321,Nik Stauskas,CLE,25,68,33,35,14.9,5.9,2.0,5.0,40.2,1.0,2.8,37.2,0.8,0.9,89.1,0.3,1.6,1.9,1.2,0.8,0.3,0.1,0.7,10.4,0,0,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
21,322,Meyers Leonard,POR,27,61,35,26,14.4,5.9,2.2,4.0,54.5,0.8,1.8,45.0,0.7,0.8,84.3,0.8,3.0,3.8,1.2,0.7,0.2,0.1,1.7,12.7,2,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
22,323,D.J. Wilson,MIL,23,48,37,11,18.4,5.8,2.2,5.2,41.4,1.0,2.6,36.2,0.5,1.0,55.3,0.9,3.7,4.6,1.1,0.7,0.4,0.4,1.8,14.7,2,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
23,324,Juancho Hernangomez,DEN,23,70,44,26,19.4,5.8,2.0,4.5,43.9,0.9,2.6,36.5,0.9,1.2,76.7,0.9,2.9,3.8,0.8,0.5,0.4,0.3,1.3,13.2,4,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
24,325,Ed Davis,BKN,29,81,42,39,17.9,5.8,2.3,3.7,61.6,0.0,0.0,0.0,1.2,2.0,61.7,2.7,5.9,8.6,0.8,0.8,0.4,0.4,2.8,19.0,6,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
25,326,Furkan Korkmaz,PHI,21,48,30,18,14.2,5.8,2.0,5.1,40.0,1.0,3.0,32.6,0.8,0.9,81.8,0.3,1.9,2.2,1.1,0.5,0.6,0.0,1.3,11.5,0,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
26,327,Mike Scott,PHI,30,79,44,35,17.7,5.8,2.1,5.3,40.0,1.3,3.2,40.1,0.3,0.4,66.7,0.5,2.9,3.5,0.8,0.6,0.3,0.2,2.0,12.2,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
27,328,Ivan Rabb,MEM,22,49,20,29,14.7,5.8,2.4,4.3,54.7,0.1,0.3,20.0,1.0,1.4,71.0,1.4,2.8,4.2,1.1,0.7,0.3,0.3,1.8,13.7,4,0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
28,329,Elie Okobo,PHX,21,53,7,46,18.1,5.7,2.2,5.5,39.3,0.7,2.5,29.5,0.7,0.9,78.7,0.2,1.6,1.8,2.4,1.3,0.6,0.1,2.1,12.5,0,0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,330,Torrey Craig,DEN,28,75,50,25,20.0,5.7,2.1,4.8,44.2,0.8,2.5,32.4,0.7,0.9,70.0,1.2,2.3,3.5,1.0,0.6,0.5,0.6,2.3,14.1,2,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,331,Frank Ntilikina,NYK,20,43,9,34,21.0,5.7,2.2,6.6,33.7,0.8,2.7,28.7,0.5,0.7,76.7,0.3,1.7,2.0,2.8,1.3,0.7,0.3,2.4,14.1,0,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
31,332,Andre Iguodala,GSW,35,68,47,21,23.2,5.7,2.2,4.4,50.0,0.7,2.1,33.3,0.6,1.0,58.2,0.7,3.0,3.7,3.2,0.8,0.9,0.8,1.4,19.1,0,0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
32,333,Daniel Theis,BOS,27,66,38,28,13.8,5.7,2.2,4.0,54.9,0.4,1.0,38.8,0.8,1.2,73.7,1.3,2.1,3.4,1.0,0.5,0.3,0.6,2.4,13.7,1,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,333,Tony Bradley,UTA,21,3,2,1,12.0,5.7,2.7,5.3,50.0,0.0,0.0,0.0,0.3,0.7,50.0,3.0,2.0,5.0,0.3,1.0,0.7,0.7,2.0,15.2,1,0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,335,John Henson,CLE,28,14,10,4,13.5,5.6,2.2,4.8,46.3,0.8,2.2,35.5,0.4,0.7,60.0,1.1,3.9,5.1,1.0,0.9,0.5,0.8,1.1,16.2,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
35,336,Aron Baynes,BOS,32,51,32,19,16.1,5.6,2.1,4.4,47.1,0.4,1.2,34.4,1.0,1.2,85.5,1.7,3.0,4.7,1.1,0.8,0.2,0.7,2.5,14.8,3,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
36,337,Grayson Allen,UTA,23,38,22,16,11.0,5.6,1.8,4.7,37.6,0.8,2.6,32.3,1.2,1.6,75.0,0.1,0.5,0.6,0.7,0.9,0.2,0.2,1.2,7.3,0,0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
37,338,Chasson Randle,WAS,26,49,19,30,15.2,5.5,1.9,4.4,41.9,0.9,2.3,40.0,0.9,1.3,69.4,0.2,0.9,1.1,2.0,0.9,0.5,0.1,1.9,10.7,0,0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
38,339,Jakob Poeltl,SAS,23,77,43,34,16.5,5.5,2.4,3.8,64.5,0.0,0.0,0.0,0.6,1.2,53.3,2.3,3.0,5.3,1.2,0.6,0.4,0.9,1.6,16.9,1,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
39,340,Damian Jones,GSW,23,24,15,9,17.1,5.4,2.2,3.1,71.6,0.0,0.0,0.0,1.0,1.5,64.9,1.3,1.8,3.1,1.2,0.7,0.5,1.0,2.6,14.9,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
40,341,Greg Monroe,PHI,28,43,28,15,11.2,5.3,2.1,4.4,48.7,0.0,0.1,20.0,1.0,1.7,62.5,1.6,2.4,4.0,0.6,0.7,0.3,0.2,1.5,11.8,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
41,342,Alex Abrines,OKC,25,31,21,10,19.0,5.3,1.8,5.1,35.7,1.3,4.1,32.3,0.4,0.4,92.3,0.2,1.4,1.5,0.6,0.5,0.5,0.2,1.7,9.9,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
42,343,Raul Neto,UTA,26,37,26,11,12.8,5.3,2.0,4.4,46.0,0.5,1.6,33.3,0.8,0.9,84.8,0.2,1.5,1.7,2.5,0.9,0.4,0.1,1.3,11.6,0,0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
43,344,Troy Williams,SAC,24,21,7,14,14.9,5.3,2.1,4.7,44.9,0.7,2.1,31.8,0.4,0.7,60.0,0.6,2.2,2.8,0.5,0.4,0.5,0.4,1.8,11.6,0,0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
44,345,Treveon Graham,BKN,25,35,19,16,20.4,5.3,1.8,5.5,33.5,1.1,3.7,29.7,0.5,0.6,81.8,0.7,2.4,3.1,1.0,0.5,0.4,0.2,1.9,11.6,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
45,346,Tim Frazier,MIL,28,59,27,32,19.0,5.3,2.0,4.4,44.4,0.6,1.7,36.6,0.7,0.9,75.9,0.7,2.2,2.8,4.2,1.3,0.5,0.1,1.9,15.5,4,0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
46,347,Chandler Hutchison,CHI,22,44,10,34,20.3,5.2,2.2,4.8,45.9,0.3,1.1,28.0,0.5,0.9,60.5,0.7,3.5,4.2,0.8,0.6,0.5,0.1,1.3,12.8,1,0,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
47,348,Royce O'Neale,UTA,25,82,50,32,20.4,5.2,2.0,4.2,47.5,0.8,2.1,38.6,0.4,0.5,76.2,0.3,3.2,3.5,1.5,0.9,0.7,0.3,2.1,13.6,1,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
48,349,Frank Mason,SAC,25,38,16,22,11.5,5.1,1.9,4.4,42.0,0.4,1.7,21.9,1.0,1.5,68.4,0.2,1.0,1.1,2.2,0.9,0.4,0.1,0.9,10.4,0,0,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
49,350,Alex Poythress,ATL,25,21,7,14,14.5,5.1,1.9,3.9,49.4,0.4,1.1,39.1,0.9,1.4,62.1,1.4,2.2,3.6,0.8,0.6,0.2,0.5,2.2,12.0,0,0,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
