,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
14,115,Ricky Rubio,UTA,28,68,40,28,27.9,12.7,4.3,10.7,40.4,1.2,3.7,31.1,2.9,3.4,85.5,0.5,3.1,3.6,6.1,2.6,1.3,0.1,2.6,28.0,7,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
15,116,Thaddeus Young,IND,30,81,47,34,30.7,12.6,5.5,10.4,52.7,0.6,1.8,34.9,1.1,1.7,64.4,2.4,4.1,6.5,2.5,1.5,1.5,0.4,2.4,28.5,10,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
16,117,Paul Millsap,DEN,34,70,49,21,27.1,12.6,4.6,9.5,48.4,0.8,2.3,36.5,2.6,3.6,72.7,2.2,5.0,7.2,2.0,1.4,1.2,0.8,2.6,28.8,14,0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
17,118,Justise Winslow,MIA,23,66,30,36,29.7,12.6,4.9,11.3,43.3,1.5,3.9,37.5,1.3,2.1,62.8,1.0,4.4,5.4,4.3,2.2,1.1,0.3,2.7,27.4,6,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
18,119,Trevor Ariza,WAS,33,69,22,47,34.0,12.5,4.3,10.7,39.9,2.1,6.3,33.4,1.9,2.4,79.3,0.7,4.7,5.4,3.7,1.5,1.3,0.3,1.9,27.8,5,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
19,120,Brook Lopez,MIL,31,81,60,21,28.7,12.5,4.4,9.7,45.2,2.3,6.3,36.5,1.4,1.6,84.2,0.4,4.5,4.9,1.2,1.0,0.6,2.2,2.3,27.6,2,0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
20,121,Hassan Whiteside,MIA,29,72,33,39,23.3,12.3,5.4,9.4,57.1,0.0,0.2,12.5,1.5,3.4,44.9,3.6,7.8,11.3,0.8,1.3,0.6,1.9,2.7,33.3,36,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
21,122,Jeff Green,WAS,32,77,29,48,27.2,12.3,4.2,8.9,47.5,1.4,4.2,34.7,2.4,2.7,88.8,0.7,3.3,4.0,1.8,1.3,0.6,0.5,2.1,21.7,2,0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
22,123,Wesley Matthews,IND,32,69,27,42,30.3,12.2,4.0,10.1,40.0,2.2,5.8,37.2,1.9,2.4,81.0,0.5,2.0,2.5,2.3,1.3,0.8,0.2,2.3,20.4,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
23,124,Jeff Teague,MIN,30,42,23,19,30.1,12.1,4.2,9.9,42.3,0.8,2.5,33.3,2.9,3.6,80.4,0.4,2.1,2.5,8.2,2.3,1.0,0.4,2.1,29.5,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,125,Joe Ingles,UTA,31,82,50,32,31.3,12.1,4.4,9.8,44.8,2.3,5.9,39.1,1.1,1.5,70.7,0.4,3.6,4.0,5.7,2.4,1.2,0.2,2.2,27.5,7,0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
25,126,Dion Waiters,MIA,27,44,20,24,25.9,12.0,4.5,10.9,41.4,2.5,6.6,37.7,0.5,1.0,50.0,0.2,2.5,2.6,2.8,1.5,0.7,0.2,1.6,20.4,0,0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
26,127,JaVale McGee,LAL,31,75,35,40,22.3,12.0,5.3,8.5,62.4,0.0,0.2,8.3,1.3,2.0,63.2,2.6,4.9,7.5,0.7,1.4,0.6,2.0,2.8,28.4,14,0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
27,128,E'Twaun Moore,NOP,30,53,21,32,27.6,11.9,4.8,10.0,48.1,1.4,3.3,43.2,0.8,1.1,76.3,0.7,1.7,2.4,1.9,1.1,0.8,0.2,2.1,19.3,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
28,129,Willie Cauley-Stein,SAC,25,81,39,42,27.3,11.9,5.1,9.1,55.6,0.0,0.0,50.0,1.7,3.1,55.1,2.2,6.1,8.4,2.4,1.0,1.2,0.6,2.8,30.0,22,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
29,130,Jae Crowder,UTA,28,80,48,32,27.1,11.9,4.0,10.0,39.9,2.2,6.5,33.1,1.8,2.5,72.1,0.8,4.1,4.8,1.7,1.1,0.8,0.4,2.1,22.6,3,0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
30,131,Derrick Favors,UTA,27,76,46,30,23.2,11.8,4.8,8.1,58.6,0.2,1.0,21.8,2.0,3.0,67.5,2.7,4.6,7.4,1.2,1.1,0.7,1.4,2.1,27.7,15,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
31,132,Bryn Forbes,SAS,25,82,48,34,28.0,11.8,4.4,9.6,45.6,2.1,5.0,42.6,0.8,1.0,88.5,0.2,2.7,2.9,2.1,1.0,0.5,0.0,1.9,19.3,1,0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
32,133,D.J. Augustin,ORL,31,81,42,39,28.0,11.7,3.9,8.4,47.0,1.6,3.8,42.1,2.2,2.6,86.6,0.5,2.0,2.5,5.3,1.6,0.6,0.0,1.4,23.1,4,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
33,134,Kent Bazemore,ATL,29,67,24,43,24.5,11.6,4.1,10.3,40.2,1.4,4.5,32.0,1.9,2.6,72.6,0.6,3.3,3.9,2.3,1.8,1.3,0.6,2.5,23.8,0,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
34,135,Josh Jackson,PHX,22,79,19,60,25.2,11.5,4.4,10.6,41.3,0.9,2.8,32.4,1.8,2.7,67.1,0.8,3.6,4.4,2.3,2.2,0.9,0.7,2.6,23.0,2,0,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
35,136,Will Barton,DEN,28,43,27,16,27.7,11.5,4.3,10.7,40.2,1.6,4.6,34.2,1.3,1.7,77.0,0.7,3.9,4.6,2.9,1.5,0.4,0.5,1.9,22.6,1,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
36,137,Gordon Hayward,BOS,29,72,44,28,25.9,11.5,4.1,8.8,46.6,1.1,3.2,33.3,2.2,2.6,83.4,0.7,3.8,4.5,3.4,1.5,0.9,0.3,1.4,24.0,2,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,138,Kentavious Caldwell-Pope,LAL,26,82,37,45,24.8,11.4,4.0,9.2,43.0,1.8,5.3,34.7,1.7,1.9,86.7,0.6,2.3,2.9,1.3,0.8,0.9,0.2,1.7,19.3,0,0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
38,139,Malik Beasley,DEN,22,81,53,28,23.2,11.3,4.3,9.1,47.4,2.0,5.0,40.2,0.7,0.8,84.8,0.4,2.0,2.5,1.2,0.7,0.7,0.1,1.4,17.8,0,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
39,140,Reggie Bullock,LAL,28,63,27,36,29.8,11.3,3.9,9.4,41.2,2.3,6.2,37.7,1.2,1.3,85.9,0.3,2.4,2.7,2.0,1.0,0.6,0.2,1.7,19.1,0,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
40,141,Kris Dunn,CHI,25,46,14,32,30.2,11.3,4.7,11.0,42.5,0.7,2.1,35.4,1.2,1.5,79.7,0.4,3.7,4.1,6.0,2.3,1.5,0.5,3.6,28.7,2,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
41,142,Darren Collison,IND,31,76,45,31,28.2,11.2,4.1,8.7,46.7,1.0,2.6,40.7,2.1,2.5,83.2,0.5,2.6,3.1,6.0,1.6,1.4,0.1,1.8,27.0,6,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
42,143,Rodney Hood,POR,26,72,29,43,26.3,11.2,4.1,9.3,43.5,1.2,3.3,35.6,1.9,2.2,88.4,0.3,1.8,2.2,1.8,0.8,0.8,0.2,2.0,18.6,0,0,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
43,144,DeMarre Carroll,BKN,32,67,36,31,25.4,11.1,3.4,8.6,39.5,1.6,4.6,34.2,2.7,3.6,76.0,1.0,4.2,5.2,1.3,1.1,0.5,0.1,1.7,20.0,3,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
44,145,Alex Len,ATL,25,77,28,49,20.1,11.1,4.2,8.4,49.4,1.0,2.6,36.3,1.8,2.8,64.8,2.1,3.5,5.5,1.1,1.3,0.4,0.9,2.6,21.9,9,0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
45,146,DeAndre Jordan,NYK,30,69,25,44,29.7,11.0,4.1,6.5,64.1,0.0,0.0,0.0,2.7,3.8,70.5,3.3,9.8,13.1,2.3,2.2,0.6,1.1,2.4,32.8,42,0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
46,147,Fred VanVleet,TOR,25,64,46,18,27.5,11.0,3.8,9.4,41.0,1.8,4.6,37.8,1.5,1.8,84.3,0.3,2.3,2.6,4.8,1.3,0.9,0.3,1.7,23.6,1,0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
47,148,Tristan Thompson,CLE,28,43,8,35,27.9,10.9,4.7,8.8,52.9,0.0,0.0,0.0,1.6,2.5,64.2,4.0,6.2,10.2,2.0,1.4,0.7,0.4,2.1,27.9,19,0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,149,J.J. Barea,DAL,34,38,20,18,19.8,10.9,4.2,10.1,41.8,1.0,3.4,29.7,1.4,2.1,70.5,0.3,2.2,2.5,5.6,1.9,0.6,0.0,1.3,22.2,3,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
49,150,Jarrett Allen,BKN,20,80,42,38,26.2,10.9,4.2,7.1,59.0,0.1,0.6,13.3,2.5,3.5,70.9,2.4,6.0,8.4,1.4,1.3,0.5,1.5,2.3,27.9,24,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
