,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
12,163,Justin Holiday,MEM,30,82,25,57,31.8,10.5,3.7,9.5,38.6,2.0,5.7,34.8,1.2,1.3,89.6,0.6,3.4,3.9,1.8,1.3,1.5,0.4,2.0,22.3,3,0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
13,164,Kenneth Faried,HOU,29,37,21,16,19.7,10.4,4.2,7.2,58.9,0.2,0.7,32.0,1.7,2.7,64.6,2.6,4.1,6.8,0.5,0.9,0.5,0.6,2.2,21.6,14,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
14,165,Monte Morris,DEN,23,82,54,28,24.0,10.4,4.2,8.6,49.3,1.1,2.8,41.4,0.8,1.0,80.2,0.4,1.9,2.4,3.6,0.6,0.9,0.0,1.2,20.8,1,0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
15,166,Wendell Carter Jr.,CHI,19,44,10,34,25.2,10.3,4.1,8.4,48.5,0.1,0.7,18.8,2.0,2.5,79.5,2.0,5.0,7.0,1.8,1.5,0.6,1.3,3.5,25.6,7,0,-6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
16,167,Wayne Ellington,DET,31,53,26,27,24.5,10.3,3.5,8.6,40.3,2.6,7.0,37.1,0.7,0.9,79.6,0.3,1.8,2.0,1.4,0.8,1.0,0.1,1.7,17.4,0,0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17,168,Danny Green,TOR,31,80,56,24,27.7,10.3,3.7,7.9,46.5,2.5,5.4,45.5,0.5,0.6,84.1,0.8,3.2,4.0,1.6,0.9,0.9,0.7,2.1,21.2,1,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,169,Tyreke Evans,IND,29,69,41,28,20.3,10.2,3.7,9.6,38.9,1.1,3.1,35.6,1.7,2.3,71.9,0.5,2.4,2.9,2.4,1.7,0.8,0.3,1.7,18.9,1,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
19,170,Cody Zeller,CHA,26,49,22,27,25.4,10.1,3.9,7.0,55.1,0.1,0.4,27.3,2.3,2.9,78.7,2.2,4.6,6.8,2.1,1.3,0.8,0.8,3.3,25.0,4,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
20,171,Marvin Williams,CHA,32,75,35,40,28.4,10.1,3.7,8.7,42.2,1.9,5.1,36.6,0.9,1.1,76.7,1.0,4.4,5.4,1.2,0.6,0.9,0.8,2.1,23.1,5,0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
21,172,Kelly Olynyk,MIA,27,79,39,40,22.9,10.0,3.3,7.1,46.3,1.4,4.0,35.4,1.9,2.3,82.2,0.9,3.8,4.7,1.8,1.4,0.7,0.5,2.3,20.3,4,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
22,173,Kadeem Allen,NYK,26,19,3,16,21.9,9.9,3.4,7.4,46.1,0.9,1.9,47.2,2.2,2.8,77.8,0.4,2.3,2.7,4.0,1.4,0.8,0.2,2.4,21.0,0,0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
23,174,Avery Bradley,MEM,28,63,31,32,30.2,9.9,3.9,9.7,40.8,1.4,3.9,35.1,0.7,0.8,86.0,0.7,2.1,2.8,2.4,1.4,0.7,0.3,2.7,18.2,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
24,175,Derrick White,SAS,24,67,41,26,25.8,9.9,3.9,8.1,47.9,0.7,2.1,33.8,1.4,1.8,77.2,0.5,3.2,3.7,3.9,1.4,1.0,0.7,2.2,23.9,0,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
25,176,Lonzo Ball,LAL,21,47,25,22,30.3,9.9,3.9,9.7,40.6,1.6,4.9,32.9,0.4,1.0,41.7,1.1,4.2,5.3,5.4,2.2,1.5,0.4,2.4,27.9,4,1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
26,177,Patty Mills,SAS,30,82,48,34,23.3,9.9,3.4,8.1,42.5,1.9,4.9,39.4,1.1,1.3,85.4,0.3,1.9,2.2,3.0,1.1,0.6,0.1,1.6,18.1,0,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
27,178,Luke Kennard,DET,22,63,30,33,22.8,9.7,3.6,8.3,43.8,1.7,4.3,39.4,0.8,1.0,83.6,0.2,2.7,2.9,1.8,0.9,0.4,0.2,1.5,16.7,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
28,179,Kevin Huerter,ATL,20,75,27,48,27.3,9.7,3.7,8.8,41.9,1.8,4.7,38.5,0.5,0.7,73.2,0.8,2.5,3.3,2.9,1.5,0.9,0.3,2.1,20.0,1,0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
29,180,Nemanja Bjelica,SAC,30,77,38,39,23.2,9.6,3.7,7.7,47.9,1.3,3.3,40.1,0.9,1.2,76.1,1.6,4.1,5.8,1.9,1.1,0.7,0.7,2.6,22.6,9,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
30,181,Allen Crabbe,BKN,27,43,19,24,26.4,9.6,3.2,8.7,36.7,2.3,6.0,37.8,1.0,1.3,73.2,0.4,3.1,3.4,1.1,1.1,0.5,0.3,2.4,16.8,1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
31,182,Jonathan Isaac,ORL,21,75,37,38,26.6,9.6,3.5,8.1,42.9,1.1,3.5,32.3,1.5,1.8,81.5,1.3,4.2,5.5,1.1,1.0,0.8,1.3,1.9,23.1,3,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
32,183,Jeremy Lin,TOR,30,74,31,43,19.4,9.6,3.2,7.3,44.0,0.7,2.5,29.4,2.4,2.8,83.8,0.3,2.1,2.4,3.1,1.7,0.6,0.2,1.9,17.9,1,0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
33,184,Robin Lopez,CHI,31,74,20,54,21.7,9.5,4.1,7.2,56.8,0.1,0.4,22.6,1.2,1.7,72.4,1.9,2.0,3.9,1.2,1.3,0.1,1.1,1.7,18.3,2,0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
34,185,Tony Parker,CHA,36,56,30,26,17.9,9.5,3.8,8.3,46.0,0.2,0.9,25.5,1.6,2.2,73.4,0.3,1.2,1.5,3.7,1.3,0.4,0.1,0.9,16.9,1,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
35,186,Shabazz Napier,BKN,27,56,26,30,17.6,9.4,3.0,7.8,38.9,1.4,4.1,33.3,2.1,2.5,83.3,0.3,1.5,1.8,2.6,1.2,0.7,0.3,1.2,17.3,1,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
36,187,Markieff Morris,OKC,29,58,24,34,21.9,9.4,3.5,8.3,42.1,1.2,3.5,33.5,1.2,1.6,77.2,1.1,3.5,4.6,1.4,0.9,0.6,0.4,3.0,19.0,2,0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
37,188,JaMychal Green,LAC,28,65,31,34,21.1,9.4,3.5,7.3,48.3,1.1,2.7,40.3,1.2,1.6,79.2,1.6,4.7,6.3,0.8,1.3,0.7,0.5,3.0,20.4,6,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
38,189,Danuel House Jr.,HOU,25,39,27,12,25.1,9.4,3.0,6.5,46.8,1.9,4.6,41.6,1.4,1.8,78.9,0.6,2.9,3.6,1.0,0.9,0.5,0.3,2.1,16.8,0,0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
39,190,Al-Farouq Aminu,POR,28,81,52,29,28.3,9.4,3.2,7.3,43.3,1.2,3.5,34.3,1.9,2.1,86.7,1.4,6.1,7.5,1.3,0.9,0.8,0.4,1.8,23.2,12,0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
40,191,Larry Nance Jr.,CLE,26,67,16,51,26.8,9.4,3.7,7.1,52.0,0.5,1.5,33.7,1.4,2.0,71.6,2.5,5.7,8.2,3.2,1.4,1.5,0.6,2.9,28.9,18,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
41,192,Nicolas Batum,CHA,30,75,35,40,31.4,9.3,3.4,7.5,45.0,1.5,4.0,38.9,1.0,1.2,86.5,0.9,4.3,5.2,3.3,1.6,0.9,0.6,1.9,23.5,0,0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
42,193,Jalen Brunson,DAL,22,73,27,46,21.8,9.3,3.6,7.7,46.7,0.9,2.5,34.8,1.2,1.6,72.5,0.3,2.0,2.3,3.2,1.2,0.5,0.1,1.7,17.3,3,0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
43,194,Gerald Green,HOU,33,73,47,26,20.2,9.2,3.2,7.9,40.0,2.1,6.0,35.4,0.8,0.9,83.8,0.4,2.1,2.5,0.5,0.8,0.5,0.4,1.7,14.8,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
44,195,Rajon Rondo,LAL,33,46,19,27,29.8,9.2,3.8,9.4,40.5,1.1,3.1,35.9,0.5,0.8,63.9,0.7,4.5,5.3,8.0,2.8,1.2,0.2,2.2,28.9,14,1,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
45,196,Alex Caruso,LAL,25,25,8,17,21.2,9.2,3.1,6.9,44.5,1.0,2.0,48.0,2.0,2.6,79.7,0.8,1.9,2.7,3.1,1.7,1.0,0.4,2.2,19.3,3,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
46,197,Landry Shamet,LAC,22,79,51,28,22.8,9.1,3.0,7.1,43.1,2.1,5.0,42.2,0.9,1.2,80.6,0.3,1.4,1.7,1.5,0.6,0.5,0.1,2.0,14.6,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
47,198,Terry Rozier,BOS,25,79,47,32,22.7,9.0,3.3,8.4,38.7,1.5,4.3,35.3,0.9,1.2,78.5,0.4,3.5,3.9,2.9,0.9,0.9,0.3,1.3,20.5,1,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
48,199,Ish Smith,DET,30,56,33,23,22.3,8.9,3.7,8.7,41.9,0.8,2.4,32.6,0.8,1.1,75.8,0.4,2.2,2.6,3.6,1.1,0.5,0.2,1.9,18.5,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
49,200,Malik Monk,CHA,21,73,34,39,17.2,8.9,3.1,8.0,38.7,1.5,4.5,33.0,1.2,1.4,88.2,0.2,1.7,1.9,1.6,1.2,0.5,0.3,1.5,14.7,0,0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
